cre,gen,age,mar,hou,work,job,ind,sal,lb,aolu,tlr,ca,cl,pd,lu
good,2,34.42,2,2,4,1,4,150000,2361295,624675,52.45,500000,984000,0,3
good,1,29.42,2,2,5,2,3,20000,299137,21315,21.44,100000,40255,0,2
good,1,40.43,2,3,5,2,2,58000,1284795,48555,24,299000,80000,0,1
good,2,33.43,2,2,5,2,2,40000,690937,93903,22.82,180000,84000,0,1
good,1,34.43,2,3,5,2,4,80000,853490,28409,18.53,230000,90000,0,1
good,1,41.43,2,2,1,2,3,50000,1010930,47824,52.76,250000,95000,0,3
good,1,33.43,2,3,2,2,3,20000,100172,22058,22.08,100000,113635,1,3
good,2,40.43,2,2,5,2,2,100000,380243,71444,35.36,298000,204000,0,1
good,2,34.44,2,2,1,1,2,20695,591470,72566,27.59,245000,426720,0,1
good,1,27.43,1,1,5,1,5,28000,258244,71178,26.21,100000,419706,0,1
good,2,37.44,1,2,5,2,3,100000,2400101,571119,32.03,290000,734000,0,1
good,1,44.44,1,2,5,1,3,36264,856625,0,20.27,200000,20000,0,1
good,1,42.44,1,1,1,1,5,30000,1009704,154803,34.51,150000,211000,0,1
good,1,51.45,2,2,5,2,3,100000,0,0,39.11,220000,0,0,3
good,2,29.43,2,3,5,2,3,85000,1124674,0,21.55,450000,10000,0,1
good,2,38.44,2,2,5,2,3,60000,636451,277615,57.11,210000,330500,0,1
good,2,53.45,2,1,5,1,5,25000,399336,19321,14.38,93000,106090,0,1
good,2,32.44,2,2,5,1,5,80000,188181,148665,51.27,235000,694312,0,1
good,2,33.44,2,2,1,2,3,30000,487509,396,13.93,93000,12000,0,1
bad,2,46.45,2,3,1,2,3,30000,1560241,39171,55.99,168000,103000,4,1
good,1,29.44,2,3,5,1,5,50000,240231,169461,64.47,300000,51200,1,2
good,1,26.44,1,2,5,1,5,25000,654936,87812,37.53,130000,245760,0,1
good,1,46.45,2,3,5,1,3,50000,536871,2625,15.61,187000,38000,1,1
good,1,31.44,1,3,5,1,3,42360,685660,13356,16.61,100000,31000,0,1
good,2,33.44,2,3,5,2,3,26000,989344,175931,74.96,134000,196500,0,1
good,2,25.44,1,2,1,1,2,40000,703670,52773,22.03,220000,101000,0,1
good,1,31.44,2,2,5,2,5,100000,2139220,245710,39.32,500000,491000,0,1
good,2,28.44,2,1,4,1,4,37500,682324,8924,15.55,150000,51000,0,1
good,2,46.45,2,1,5,2,5,210000,6113802,331374,62.79,500000,440001,0,1
good,1,27.44,1,2,5,1,3,20000,459881,146838,33.52,100000,380320,0,1
good,1,43.45,1,3,5,2,3,28000,281775,17424,28.4,150000,37200,0,1
good,2,35.45,2,3,1,2,2,50000,1406611,79799,72.42,100000,177000,1,3
good,1,44.45,2,2,2,2,2,150000,2949859,154010,24.3,500000,161000,0,1
good,1,29.45,2,3,5,2,5,40000,843173,25738,21.72,180000,95643,0,1
good,2,43.46,2,2,5,1,5,60000,563492,50614,46.94,200000,730090,0,2
good,1,52.47,2,2,5,2,2,80000,154437,1584,25.8,230000,23000,0,3
good,2,30.45,1,2,2,1,4,19000,164474,104232,20.79,100000,119500,0,1
good,2,52.47,2,2,2,2,2,40000,165405,36356,26.36,200000,186014,2,3
good,2,53.47,2,1,5,2,5,80000,1300813,42461,73.84,300000,170000,0,2
good,2,40.47,2,2,5,2,5,80000,606757,72562,20.72,250000,110000,0,2
good,1,33.46,1,2,5,1,2,35000,890576,121816,71.47,180000,201000,0,1
good,2,54.47,2,2,2,2,1,35000,400024,11103,20.29,150000,120000,0,1
good,1,32.46,2,2,5,1,5,65000,376902,36044,20.02,300000,80011,0,3
good,2,36.47,2,1,5,2,5,60816,989826,469235,59.89,228000,571844,0,1
good,1,40.47,2,2,1,2,2,30000,82743,49853,54.39,100000,50000,0,3
good,1,50.47,2,2,2,1,2,24000,168921,0,18.38,120000,12000,0,3
good,1,34.46,2,1,2,1,3,29000,568724,28784,18.41,100000,93000,0,1
good,1,44.47,2,2,2,1,2,43000,716773,21646,20.94,240000,38333,0,1
good,1,43.47,2,2,1,2,3,24000,99243,22237,23.42,120000,59933,0,3
good,2,45.47,2,2,5,2,4,18000,68643,11385,27.97,83000,212091,0,3
good,1,25.46,2,1,5,1,2,50000,607280,76690,53.18,140000,84500,0,1
good,1,37.47,2,2,1,2,3,28000,82703,22649,24.22,100000,83000,0,1
good,1,33.47,2,2,5,2,5,88800,1933185,109284,64.5,499000,385000,0,1
good,1,28.46,2,2,1,2,2,50000,215697,204621,74.93,155000,246400,0,2
good,2,29.46,2,2,5,2,5,100000,165405,50997,13.99,200000,398800,0,2
good,2,45.47,1,2,3,1,3,37000,785601,86666,48.6,200000,237742,0,1
good,1,34.47,2,3,5,2,3,40000,240796,50138,26.58,60000,95000,0,1
good,1,26.46,2,2,4,1,4,30000,202216,18810,66.97,185000,201618,0,2
bad,2,33.47,2,2,5,2,5,50000,264496,76910,55.3,200000,283990,5,2
good,2,41.48,2,2,5,2,2,95000,1591907,0,38.09,500000,232600,0,1
good,1,27.47,2,2,5,1,2,90000,372916,16690,23.08,440000,20600,0,1
good,1,29.47,2,3,5,2,5,150000,774959,32982,20.87,300000,196000,0,1
good,1,29.47,2,2,2,1,3,20000,482410,34133,56.68,70000,151300,0,1
good,2,33.47,2,2,4,1,3,20000,314055,74799,60.97,100000,123000,0,1
good,1,31.48,2,2,5,1,5,45000,469301,7038,33.35,200000,261240,0,2
good,2,38.48,2,3,1,2,3,100000,1885882,239600,41.28,375000,245201,0,1
good,2,49.49,2,2,1,2,3,80000,106457,15800,36.66,299000,3000,0,2
good,1,34.48,1,1,2,2,5,150000,439773,68893,19.94,500000,101000,0,3
good,1,36.48,2,2,1,2,3,50000,89011,2380,46.44,250000,70000,0,3
good,2,33.48,2,2,5,2,2,100000,1079465,55779,69.6,270000,215880,0,3
good,2,47.49,2,2,1,2,3,50000,875586,23323,22.38,187000,34000,0,1
good,2,48.49,2,2,5,1,2,60000,1057648,38639,48.16,300000,118000,0,1
good,1,30.48,2,2,2,1,3,11000,117011,56161,55.09,80000,100000,0,4
good,1,42.48,2,2,1,2,3,60000,474864,3651,52.69,300000,55900,0,2
good,1,33.48,2,2,5,2,3,86000,1182665,0,29.08,480000,0,0,1
good,1,56.5,2,2,2,1,3,60000,83764,190071,44.31,100000,280000,0,3
good,1,28.48,2,2,1,2,5,30000,669225,56898,59.34,150000,135000,0,1
good,2,44.49,2,2,5,2,2,150000,1473586,5832,18.98,500000,42500,0,1
good,2,47.49,2,3,5,1,4,100000,1098643,111843,37.01,300000,736805,2,1
good,1,36.48,2,1,2,1,4,84000,513551,32439,28.06,420000,296667,0,3
good,1,36.48,1,2,1,2,3,80000,362814,75376,14.81,100000,120000,0,3
good,1,34.48,2,2,2,1,2,40000,164868,62822,30.54,200000,167500,0,1
good,2,31.48,2,2,1,2,3,20000,238901,91636,66.11,95000,137800,0,1
good,1,38.49,2,2,5,1,3,60000,742899,37371,60.31,207000,45000,0,1
good,2,42.49,2,2,5,1,2,100000,698342,434377,64.83,470000,813970,1,1
good,1,42.49,2,2,5,2,3,100000,248108,7824,14.32,300000,85000,0,3
good,1,33.48,2,2,2,1,3,30000,389146,132427,63.69,160000,274001,0,1
good,2,47.5,2,2,5,1,2,30000,580228,25500,21.81,147000,100000,0,1
good,2,29.5,2,3,5,2,3,50000,753012,79878,23.71,50000,203000,0,1
good,2,31.5,2,3,4,1,3,18000,1167425,128735,51.77,100000,130000,0,1
good,1,33.5,2,3,5,2,2,40000,556798,18374,21.01,193000,50000,0,1
good,2,46.51,2,2,5,2,4,100000,1698623,136305,20.94,500000,221001,0,1
good,2,32.5,2,2,1,2,3,45000,196640,113262,28.92,250000,130000,1,1
good,1,55.52,2,2,1,2,3,50000,407451,0,13.89,140000,0,0,1
good,2,47.51,2,2,5,1,2,40000,492478,150699,70.91,120000,279866,0,1
good,1,38.5,2,2,5,2,2,80000,1756400,43461,21.68,450000,191896,0,1
good,1,44.51,2,2,1,2,3,70000,1894717,125840,35.03,300000,346300,0,1
good,1,36.51,2,2,4,1,3,70000,245665,23940,18.16,300000,111642,0,1
good,1,26.51,2,2,3,1,3,25000,596103,0,20.58,140000,22000,0,1
good,1,45.52,2,2,2,1,3,10000,69792,27498,50.81,100000,35000,0,4
good,2,28.51,1,1,2,1,3,31000,823592,10719,17.93,170000,63574,0,1
good,1,35.52,2,3,5,2,4,100000,1455255,278609,23.88,375000,1060000,0,1
good,2,34.52,2,3,5,2,5,36000,2062074,248794,74.63,175000,566000,1,3
